,label,text_changed
24401,0,jorgelpotter tuesta de hecho la intencin de voto que hoy tiene el partido morado se debe al merito exclusivo de sus candidatos no
27028,0,la gran corrupcion o los amigos que nunca trabajaron en el congreso el vagazo de mauricio mulder el brujo de cachiche de alianza para el progreso martha chavez la nauseabunda protectora del grupo colina estos partidos blindaron a corruptos nunca mas que regresen al congreso
23321,2,vrpt7 uno de los mejores congresista del peru  mis respetos mauricio mulder
8719,2,el ataque a julio guzmn y el partidomorado a una semana de elecciones no es gratuito el fujiaprismo y aliados quieren controlar el nuevo congreso ahora con ms ganas voto morado
11599,2,candidato al congreso de la republica por lima  josue revilla diaz  marca la k y escribe el numero 29   fuerzapopular  limanorte
6798,1,gabsalvador85 6 debate  nos encontramos en el ensayo del debate del jneperu se realizar el da de maana a las 800pm las y l
26058,1,aunque sea una putaaa ajajajaja re desesperado
32514,0,que mujer para ms cojuda por culpa de ella todo el trabajo de los colectivos y las campaas en contra del feminicidio se van al tacho de basurafeminicidio danielmora partidomorado
14182,1,siempre he pensado que las cosas pasan por algo y bueno pas volvi hagamos ese regreso magnfico
34567,0,ellos empezaron la campaa con la cantaleta del fraude y lo han venido diciendo todos los dias  lo adverti cuando  fuerza
4165,2,gracias sausal y cascas por escucharnospartidomoradoeste 26 marca la m y escribe el 1
30818,0,mainhidalgo candidato del frenteamplio fue recluido en carceleta del inpe va elcomercioperu
8085,2,encuestalos morados estamos trabajando incansablemente para devolverle la esperanza a la gente y recuperar su confianzacorre la voz este 26 de enero todos marquemos la m y escribamos el 29el29moradopartidomorado
12884,0,perunewsale es un chupodromo de comunistas caviares hueveras antifujimoristas provizcarristas progolpistas abusadores al partidomorado   dile  no no esperes que te deje morada 
26257,0,monilict nada peor que tu stalker sea tu colega orden de restriccin noms
7329,2,este 26 de enero   2020 marca la  k  escribe  16      mariaelenak16  porlavidaylafamilia  congreso2020  26enero  voto  onpe  marcak  escribe16  unnuevocambio  fuerzapopular
4382,1,si magaly ampaya a los jugadorazos de chollywood panorama destruye a los de la poltica julioguzman infiel partidomorado
28504,0,jorgevillenal blogcyh ah tienen a la perfecta paridad beneficiados con la expulsin de danielmorano te expongas ni expongas a tu entornoa mora moradosy morateadores diles  no basta que votes por el partidomorado y salen de congresistas
11230,1,"docluisleiva en cerrillos se est armando algo grande en base a la unidad de org sociales all estamos y estaremos
cerrillosciudad"
15120,0, mulder conto en abrelosojos que fue el quien solicito el asilo politico para alan garcia
2730,2,espectacular martha chavez       fuerzapopular  fuerzanaranja
998,0,parodirevoredo accionpopular vota seguro marca la lampa de accionpopular 
9669,2,gemarines flacoricardo19 que tal mama mi madre a veeeeeces cuando me ve cansada me prepara algo caliente igual es linda
26879,0,rt ysildur1 mauricio mulder  esposa del pegalon desgraciado morado daniel mora a estado amenazada
3704,0,julioguzmanperu la periodista zenaidasolis del partidomorado en rpp descubre su triste ingenuidad de captar votos a costa de su propia dignidadmenciona una entrevista en directo a fujimori que no pudo preguntar lo que quera xq no la dejaban en  latinape 
3929,0,partidomorado no saba de la denuncia contra moraphillipbutters tambin la golpe en el piso no lo acusa la fiscala la caviarada tiene tanta fuerza que protegen hasta las patadaspbo mulder vizcarra per urgente atencin
12551,0,partidomorado no dejar de llevar sus propuestas y seguir trabajando por un pas mejor elpartidomorado debe volver a pedir disculpas por el filtro por esos errores pero ninguna mafia va a destruir al nicopartidoque representa de verdad la voz de un peruano sensato
1035,1," por madre de dios 
kimylsung delgado al congreso 

 

selva puertomaldonado madrededios congreso2020 accionpopular
eleccionescongresales2020 congresofuturo2020 peru igperu perugram cusco arequipa tambopata elecciones2020 iapari unamad"
22124,2,aqu con mi buen amigo carl de la pelcula up lo mximo
23125,0,la periodista de atv lo puso rabioso a mauricio mulder porque lo sueltan sin bosal
31611,0,larazonpe jurado electoral especial conoca la denuncia contra danielmora zevallos secretario nacional y
12731,0,idlr defienden contra natura a su dolo de barro partidomorado nido de caviares izmierdistas comunistas socios d vizcarra vizcarratusreformasfracasaron vizcarradictador vizcarraincapaz fraudeelectoral votoelectronicoesfraude vizcarradictador eldepadelamor depadelamor
35376,0,josramrezgalvez le estan dando con palo al partidomorado falta una semana y  puede cambiar su posicin en las encuestas
20666,0,rafaelvasquezn los referentes del partidomorado copiando las malas prcticas de blindaje de quines dicen combatir los fujimoristas
11330,2,"atencin
maana a las 830 a m participar en rutaelectoral programa de latinape canal 2
cambiemosjuntoselpas
marca la  del frenteamplio y escribe34"
8410,0,malditaternura larepublicape por que es un pasqun doble moral pro morado mora  partidoojomorado partidomorado  partido vizcarrista
18174,1,cuando todo es felicidad y falla un sector del disco de la laptop y se borran archivos muy importantes de la chamba
1884,0,rt camarenajenny excongresistas de fp y apra se reunen por fallo del tcseguro a ver q planes haran fujiratas y aprosos siempre fueron
16288,2,decidido   votare por    1  y    35      no necesito de una portatil  porque puedo sustentarme solo y no necesito hacer mucha bulla  julio caballero   fuerzapopular  k35
33344,0,16 chocolates ferrero no fueron suficientes pa la prxima ojal me regalen la de 54
23504,1,"caretas caretas abord a la candidata del frenteamplio gabriela salvador gabsalvador85 sobre las encuestas electorales
 https"
12721,0,hectorbecerrilr partidomoradopartido moretonfuerzapopularpartido korrupcion
3850,2,rmapalacios 1 la lista del partidomorado me sigue pareciendo la mejor lo de guzmn es otro rollo por ltimo si no votan morado tienen al frente amplio a la izquierda y somos per a la derecha ambos con buenos candidatos pero voten
19800,1,cuando militar es servicio pblico jvenes 609 y lista 88 de maldonado ofrecen clases de apoyo a estudiantes  lee el resto en  destacado frenteamplio partidonacional
28428,0,diariocorreo ya ves borrego si julioguzmn abandona a su partidaria n una emergencia simple exponiendo la vida d ella igual abandonar a los peruanos ante desastres naturales o econmicos partidomorado guzman elecciones2020 loultimo urgente enportada
14308,0,que histrico es la bestia pobre bella
8272,0,ebelinoiz vas a tener que votar por alguien peor entonces es el que quiere reconciliacin de verdad integracin de un pas quebrado de un pas que le cuesta ser unidotenemos antiperuanos entre nosotrosel partidomorado es del y para el espero q cambies tu opinin q ests bien
35610,0,basta con marcar x en cualquier cuadrado del partidomorado  para que los 5 primeros tengan la opcin de ser congresistas danielmora es el no3 y seguir de presidente julioguzman as seas antifujiaprista no expongas a tu entorno 
34646,0,28                 q lamentable  solo  fuerzapopular puede elegir a estos personajes q solo ingresan pagando dinero
12009,0,ernesto blume debe tener un  anticucho  super pesado con  fuerzapopular que le sabra la  se orak   para torcer la constitucion en vivo a nivel nacional
11759,2,la prensa mercenaria tiene esa costumbre  hacer una tormenta de un vaso con agua  a seguir pisando fuerte  con  fuerzapopular en todo el peru
19564,1,1965brucewayne aqu varios candidatos a manejar las finanzas del pas nicograu yovotorechazo frenteamplio labeasanchez gab
29108,1, buenos das esta es la portada de hoy martes 21 de enero de 2020julioguzmn ampay partidomorado radioexitosa 955 fm exitosatv 61 seal digital abiea
23518,1,"docluisleiva en cerrillos se est armando algo grande en base a la unidad de org sociales all estamos y estaremos
cerrillosciudad"
23335,0,sreateguir grande mauricio mulder un sopapo al mermelero
27440,2,"maina poocarrero la voz del pueblo al congreso

escribe12 marcalaflor 
frenteamplio va youtube"
31819,0,loultimo video julioguzman el lder del partidomorado partidomorado es descubierto por sus propias declaraciones en caso de infidelidad y se pronuncia la esposa de danielmora ratificando maltratopanoramaptv cuartopoder 
12603,1,alvarosarco ojomorado y oomoradopartidoojomoradoas es el partidomorado partidomorado
7736,0,ferblog ahora entienden por qu se llama partidom orado  peru abre los ojos
30303,0,rt memesdelperu despues de este debateece2020 solo quiero confirmar que estos seran los partido politicos por los que no votaremos por n
32577,0,y resulta que el moradito orgullosamente mantenido por su esposa le era infiel y con una colaboradora de su partidomoradoy en el colmo del ridculo pidi unas velas en forma de corazoncito con flores para su
2964,0,capibaraespia daniel mora zevallos del partido morado agredi fsicamente a su pareja segn se puede observar en el expediente 0760720190
5668,0,siento que estoy tan gordo que en cualquier momento romper la silla de plstico
27172,0,rt guibermarcelo pienso como mujica la politica es el arte de servir al pais y no servirse de este para hacer plata esta la empresa pr
35505,1,recisneros la ms creativa lnea en twitter hoy julioguzmanperu partidomorado
18710,1,jeffganoza los miembros de la bancada disuelta actuaron sin consecuencia partidaria ni doctrinaria y no representaba el sentir de la militancia y menos de los principios de accionpopular ellos deberan responder ante el pais y ante el partido por sus actos
34707,2,eleccionescongresales2020 marquemos la  k1 y  k4 de  fuerzapopular  marquemoslak en  lima
10516,1,"rt guadalupesv12 accionpopular debateelectoral
mis felicitaciones a betovelarde2021 12 luisroelalva 5 y francislampa36 36 can"
26954,2,mauricio mulder aunque casi todos los peruanos ignorantes te odien  los verdaderos apristas te admiramos mucho abrelosojos mauriciomulder apra
12598,0,alberto belaunde no hay marcha atrs cada del partido poltico partidomorado  partidonoconsecuente
19607,2,"frenteampliope frenteamplio  volvemos con nuevos rostros en poltica y con experiencia para servir

nunca ms impunidad e injustici"
15298,2,"mauricio mulder en la promocion del programa politico de malditaternura no le aguanto pulgas a nadie 
jajajajajajajajajajaja"
15268,0,"mauricio mulder esta bronceado
como dice mulderque no tiene dinero
el o algun pariente cercano tiene casa de playa o pertenece a un club o viaja gasolinapeajetodos los dias a la playa"
325,2,bluesofu noup tu corazn es de oro ese no hay y aparte es nico nunca podran crear uno igual 
33043,0,laliab24 no podr concursar entonces y encima el proximo mes se vence mi suscripcin al gimnasio
15570,1,"mercede39096338 matuk silvia196400 mi voto por farid matuk va con el nro 36 frenteamplio  

elegir bien compatriotas no al voto bl"
21671,2,"me emociona estar maana exponiendo nuestros sueos a los jovenes san marquinos espero puedan acompaarnos muchos jovenes llenos de preguntas de como lo haremos en cuanto tiempo para que  por primera vez los jovenes pueden ver resultados tangibles 
votap23  podemosperu"
34846,0,alvarothais blogcyh ya sera el colmo que una persona con estos antecedentes pueda entrar al congreso con el seor mora se puede dis
27710,0,este es el hilo prometido sobre el  sodalicio legislando de la mano de  fuerzapopular   hace un par de a os revele la rel
30853,2,"atencin
maana a las 830 a m participar en rutaelectoral programa de latinape canal 2
cambiemosjuntoselpas
marca la  del frenteamplio y escribe34"
10610,1,elcomercioperu  exitosape capital967 podrian ver quien es la sra flor hurtado que se presenta por el partido alianza para el progreso con el  5 ha hecho 5 bailes con ingreso libre en sjl todos artistas de peso estos bailes supuestamente por el aniversario de sjl
