,label,text_changed
21360,0,conferencia prensa deslindar pega mujeres aparece delincuente robo cientos estudiantes  universitarios universitarios moras ilegales doble planilla argolla
33306,1,reciproco  armaba
6,1,elige amar duela parezca imposible tiemble alma tengas miedo  vayas vayas vayas salir herida amor transforma
30620,0,misterioso almuerzo karina beteta cecilia chacon mauricio mulder  video video video deber ocuparse inepto pasea
2740,2,grande martha chavez proxima presidenta congreso republica eleccionescongresales2020 marquemos  fuerzapopular fuerzapopular fuerzapopular marquemoslak escribe
29012,0,partido  azulado encontramos responsabilidad politica caso guzman
17866,2,bravo ppc partido juega  limpio limpio limpio limpio
24687,0,abelrevoredo jne peru minjusdh peru mantenido reclutado antifujimoristas antifujimoristas  ganarse puesto expongas diles
8582,2,ana vemos radio capital  ideeleradio ideeleradio conectense
20537,2,jbcperu duda morado oficialista seas
31730,2,sofiaes75112804 patriciagamarra  conviccion
11628,2,fuerzapopular
34046,2,mauricio  mulder mulder mulder
19416,2,mauricio mauricio mauricio mulder parlamentario aprista catedra derecho parlamen
15276,1,jne debate estaran apra mauricio mulder nidia  vilchez vilchez renzo iba
18757,1,partido  politico politico votara elecciones congresales 2020 fuente ipsos peru
1960,2,mauricio mulder  peru votaremos defienden democracia familia pida vacancia vizcarra vuelva plantear ley antimermelada
19546,0,campeonato peor 2011 carlos  llevo hueso juguete
22388,2,quiero preciso sincero  mal
23152,0,eliminado firulais trolls  votado votado votado votado mauricio mulder ciudadania repudia
26204,2,super junior  escape escape malas pasan vida apoyarlos veo obligacion
29757,1,disculpes genial  arduo
5618,2,perfecta cositas balance claro  sales sales cantando
14824,1,amigos cuento estare representando querido  partido partido debatiendo
24054,0,mulder gestion destructiva congreso agregado pais servido intereses fuerzapopular keiko  impunidad errores dejen votar apra solidaridadnacional accionpopular app contigo hermanitos
14340,0,kekito mono vaca oso aun termino  marco marco marco teorico tesis
11137,0,basto  sardon votado libertad keiko interrogara horas fiscalia sepa pasar salen libreto caviar mauricio mulder
16195,2,candidato congreso republica  pedro carlos casanova saavedra marca escribe numero fuerzapopular norte
12704,1,exitosape seguridad expongas expongas entorno diles  pespunte votes sale congresista
4586,0,muschi idiota votaria beingolea partido   ppc recibio dinero sucio odebrecht
10529,1,candidato  garcia habria cometido serie acciones
20455,0,exitosape mendoza sentirse preocupada falta postura contundente clara  frente temas
6691,1,pedro cateriano mauricio mulder levanta secreto cuentas  bancarias bancarias
23052,0,mauricio  mulder mulder legitimo digan perro
5998,1,partidos tradicionales  furgon furgon furgon col
28399,0,capital967 capital967 adolfobolivar4 hablan chamuscado
35897,2,reunion comite politico asegura asunto quedado  esclarecido esclarecido referencia incendio departamento
8945,1,afirmar copia logo ajeno coincidencia  originales originales
3487,0,difunden  2018 lider julioguzmanperu sale corriendo edificio iba encuentro amoroso
16047,1,david vargas candidato congreso  numero
4691,1,conoceatucandidatoalbertobeingolea alo ppc manejan  primordiales primordiales propuestas legislativas video
24597,1,elegira presidido mujer monica saavedra centro fluctuante maha chavez derecha radical sorprender francisco  sagasti sagasti centro elastico
11840,1,datum fuerzapopular apra lideran antivoto rechazo decidido votara aun evalua opciones  peru21 butters mora vizcarra bartra urgente atencion loultimo
4866,1,finde cosa haga feliz  reverenda reverenda reverenda gana
21151,2,rmapalacios razon  popular lista candidatos preparacion sacar peru lodo
29793,0,comenzo amado esperado lunes  aparecer pies puestos tierra
4064,2,partidomorado coherente  sustentan justicia estuve comuneros huancarama arcahua compartiendo  respondiendo preguntas
11974,0,alajandra fuerza popular queda claro  partido partido tipo personas vulgar malcriado
15235,1,peru propuestas mauricio  mulder mulder mulder apra reforma politica existan camaras diputados senadores cobertura
28617,0,peru21noticias datumperu pasquin chicha campa asquerosa direccionar voto pueblo porqueria gente desesperados obtenga  asegure impunidad viene moeueperu2020
28292,0,mal peorla izquierda espa imponer  fuerza fuerza fuerza profesores transcabe recalcar equivocada agenda lgtbi peru quieren imponer
13296,0,exacto calienta chifa chifarse trampa cache chifa  antecedente
13843,1,vayan brasil cerrada echen culpa ppk quiso  central park desfile
22193,2,ricardo ricardo arjona increible katii alegras noches gracias humor quiero
23382,0,mau mau mau mau  mau mau mau mauricio mulder miedo
18407,1,meses parecen eternidad falta querida  abuelita abuelita
9279,1,mamafox  batperupodersantarosaes batperupodersantarosaes batperupodersantarosaes ppc chavin
14080,1,bromas weon hubiese leido salida zayn hubiese  empezado empezado empezado empezado llorado triste
17914,2,equipo delperu rimac salio calles ense  ppcmarcaelmapadelppc
27721,2,quieren minar partidos contigo necesitamos reforma firme partidos politicos  fuerzapopular fuerzapopular fuerzapopular fuerzapopular gobierno politica exterminando partidos pbodigital mora peru loultimo elecciones
34182,2,182 alegra leer  ambas ambas opciones abrazo
4199,0,jee jee jee indico evaluarian caso daniel mora presenta renuncia
22324,0,amigos depilacion hilo duele mierda  marica mujeres
13340,0,partido malogrado colmo carajo partido lleno enfermos mentales leydelacalle julianaoxenford jevedel adolfobolivar4 magaly peru peru noakeikope jne  peru peru minjusdh  peru peru mininter peru peru aldomiyashirocf elmiyashiro
6800,1,comparto  colaboracixc3xb3n presente propuestas elecciones congresale
18758,0,llegara congreso apoyan vitocho guevara independientes lescano pitucos diez canseco virreyes barnechea partido  anuencia interno ideologia clara excepto deciden apoyar fujimorismo
35521,0,rppnoticias seguridad  expongas expongas expongas  expongas expongas expongas entorno diles basta votes sale congresista
30185,1,madre  dios dios dios dios kimylsung delgado congreso
31562,0,hersegami vero linares gloria monteneg mimpperu  fiscaliaperu minim acuciosa gorritiana
25353,2,pepi patron julio guzman tendra oportunidad reconciliarse ciudadania candidata pepi patron sostuvo cuidado manosear  fines publicos personal
28627,0,politica ecpe reclutamiento comunistas antifujimoristas rabiosos  convenidos convenidos pro dictadura principio
18996,0,respondo vote cualquiera  apra apra apra accion popular solidaridad nacional contigo fuerza popular alianza progreso
8846,0,pais
15491,1,gabriela salvador  seguir llevando delincuentes
12167,0,frinz mann avisa salieron mujeres candidatas morado presentando renuncia  congresales
24612,0,jimmy cornelio isidro villanueva  demandante caso identico daniel mora violencia mujer
10857,0,acompa ame triste historia mentiras  barato mauricio mulder rechazado
16719,0,cifras cifras cifras despues moeueperu2020
14416,2,ricardito  abuelita necesita apoyo favor gracias bbva 0011 0057 0211103133
2375,1,carolina  cosse cosse cosse frente amplio
9107,2,comparto alegria trabajado arduamente llegar propuestas quedan  dias dias eleccion sigamos subiendo
30266,0,meta  votes votes fuerza popular apra solidaridad nacional psn alianza progreso app accion popular contigo ppc
12938,0,tirodegrazzia01 baboso julio guzman carepalo sinverguenza  canalla canalla canalla canalla patan parasito cagando votaria alguien partido
32265,0,terribles lider habla suerte  mango termina ofendiendo mujeres 3ero lista congresal lima resulta pegalon abusivo esposa sale pareja
7117,0,yapo tipico gobiernan  favor ricos
8638,0,machistas  creen tocar
15326,2,voto ley mulder mermelada  mauricio mauricio mauricio mauricio mulder merecido guaripolero jaime chincha
35316,0,dmorazevallos partidomorado  peru larepublica latina atvpe atvmasnoticias noticiamerica noticias tvperu peru21noticias tromepe lamula dmorazevallos despues vayas regresar molesto casa desquitae nuevamente ora esposa esperamos haran gestiones policiaperu mimpperu proteger ora
8021,2,ursula moscoso oportunidad clave demostrar politica mira entrevista  completa completa
18847,0,piensa peruano aliado mayoria congreso impresentables  cambios fiscalia cuellos blancos podran investigados chavarry cia seran procesados
3001,2,el29morado morados trabajando incansablemente devolverle esperanza gente  librar confianza
33632,1,candidato paul garcia  cometido serie acciones
30073,1,madre dios kimylsung  delicado congreso
29895,0,chocolates ferrero suficientes proxima ojala
22441,0,querer tipo llega casa noche casa semana findes
26754,1,publico candidata alianza progreso melissa carrion publico video  muestra muestra muestra contrario
35436,0,mgarciafreundt civisdiestra deberia preso pronunciado algun colectivo feminista idl filtro lista fundadores  adversidad vizcarra aparece opinando
3782,0,oscaorresnews saludos osquitar  ira ira ira mora basura familia rara hijo golpeo increible
25220,2,pais
13361,0,graciosa zenaida solis mora persona defendia papa upa metia  trabajadores asombra declaracion
26809,1,mauricio mulder  mulderesel mulderesel mulderesel defender peru mauricio mulder alexis melendez
6813,1,tuvimos reunion municipio organizacion cabildo abierto  pau pau
14045,1,felicidad seguro debemos buscarla  peque peque peque peque vida
19186,2,votemos votemos mauricio mulder necesitamos presidente congreso
25745,1,reforma politica garantizar derecho elegir elegido sanciones efectivas evitar financiamiento ilegal  disfrazada inmunidad parlamentaria voto voluntario unequipoquejuegalimpio debatepovperu debateece2020 ppc
3551,0,canaln marcas casilleros contribuiras elijan congresista consiguientemente inmunidad  parlamentaria parlamentaria parlamentaria dejes enga lista miento
13469,1,candidato congreso  ofrece ofrece conferencia prensa peru reincorporara elecciones
5964,1,continuando labor recoger sentir gente  festividad enero debate huaycan recorrimos
11874,2,actuacixc3xb3n ganar empatar perder jamas dejar luchar seguimos avanzando paso vencedor fuerzapopular k10 elguardiandelaconstitucion
28870,1,asistiendo asistiendo asistiendo preciso muere
27710,0,hilo prometido sodalicio  legislando legislando mano fuerzapopular par revele rel
33246,1,acabo chica saco precioso bonito  enamore enamore malo saco quedaria
29166,2,debatepovperu ppc elequipoquejuegalimpio ningun partido presenta  ideas ideas concretas ppc
8724,0,color terminar milagro moreton lider julio guzman insistian disolver congreso encuestas paida  fugaz detras accion popular fuerza popular
8539,1,soniagoldenberg suene  gracia gracia gracia mediatico muleta desgobierno hersegami probable cree combatir
15699,1,validan  sirve sirve sirve gracias
19672,1,revive entrevista rocio silva santisteban candidata congreso 2020 2021  peru peru peru lista
31713,1,rosah2022  estimados estimados estimados estimados ciudadanos comparto video desinformacion
26910,0,noches beto ortiz masajear mauricio  apra lengua quier
6253,1,luz salgado  sheput karina beteta rosa bartra mauricio mulder victor andres garcia belaunde tubino  sheput salvador heresi miguel torres felizmente
13360,1,democracia mainvizcarrac
4418,0,vino formar digame cualidades golpeo mujer infiel embarazo sexo anal diga bienvenido demonos abrazo  cerrar union
26885,2,apra  gano gano debate equipo mauricio mulder renzo iba nidia vilchez
33535,0,lideres ala golpes mujer momentos dificiles esposa entendiendo piensa  partido partido partido violencia mujeres violaciones feminicidio
17187,1,partido politico votara elecciones  congresales congresales congresales 2020 ipsos peru
14492,1,entiendo actitud agresiva graten tuiter  jode jode digo masoquees sigas sano
15852,0,candidato congreso fuerzapopular ricardo vasquez  kunze kunze kunze explica votaria fujimoristas
13702,0,millones pide ppcwilly cochez estara  contentoppc contentoppc hutchinson panamapos
